[[1625.0], [2965.0], [67.0], [0.3900000000000001], [0.41000000000000014], [3.0], [3.0], [3.0], [3.0]]
[[1087.8755885728644], [2136.676229939941], [81.3584947088021], [0.38358398157706963], [0.41641601842293063], [3.0], [3.0], [3.0], [3.0]]
[[1538.9609934222499], [2849.5610279268562], [85.06763240489116], [0.39012335978164225], [0.409876640218358], [3.0], [3.0], [3.0], [3.0]]
[[968.6688010916727], [1978.1059596145979], [52.409004566966274], [0.38268654913508904], [0.41731345086491123], [3.0], [3.0], [3.0], [3.0]]
[[1650.962784605074], [3001.563434472858], [56.15564159784884], [0.3910252025125325], [0.4089747974874678], [3.0], [3.0], [3.0], [3.0]]
[[1088.562924746631], [2137.9635777796416], [80.93357207937808], [0.3836611454484866], [0.41633885455151365], [3.0], [3.0], [3.0], [3.0]]
[[1537.2500686787114], [2847.2500940170553], [84.61565425255719], [0.3901247340400862], [0.4098752659599141], [3.0], [3.0], [3.0], [3.0]]
[[969.3568147358637], [1979.3935987580571], [52.059268459488194], [0.382763444845017], [0.41723655515498326], [3.0], [3.0], [3.0], [3.0]]
[[1649.2518777489354], [2999.2525252528294], [55.77956758428908], [0.39102650628230373], [0.40897349371769653], [3.0], [3.0], [3.0], [3.0]]
[[1089.2520567598276], [2139.2527201166045], [80.50971022163093], [0.38373840407400905], [0.4162615959259912], [3.0], [3.0], [3.0], [3.0]]
[[1535.5409448782225], [2844.9409613998405], [84.16482229444652], [0.39012566447179564], [0.4098743355282046], [3.0], [3.0], [3.0], [3.0]]
[[970.0466231134949], [1980.6830308134543], [51.71067169320214], [0.38284029526392827], [0.417159704736072], [3.0], [3.0], [3.0], [3.0]]
[[1647.5427654758098], [2996.9434087478858], [55.40477525753184], [0.3910273490271261], [0.40897265097287416], [3.0], [3.0], [3.0], [3.0]]
[[1089.9429824395859], [2140.543654077095], [80.08690669969133], [0.38381329939950737], [0.4161867006004929], [3.0], [3.0], [3.0], [3.0]]
[[1533.8336222516039], [2842.6336303915423], [83.71514020643309], [0.3901264557205608], [0.40987354427943945], [3.0], [3.0], [3.0], [3.0]]
[[970.7382598822486], [1981.9743010513932], [51.36323263320278], [0.38291461401764115], [0.4170853859823591], [3.0], [3.0], [3.0], [3.0]]
[[1645.835452452475], [2994.636091234038], [55.03121969439525], [0.39102803578365064], [0.4089719642163496], [3.0], [3.0], [3.0], [3.0]]
[[1090.63569917442], [2141.83637620732], [79.66516026026122], [0.38388654202122163], [0.41611345797877863], [3.0], [3.0], [3.0], [3.0]]
[[1532.128101023843], [2840.3281013005053], [83.26660613192601], [0.39012697064602664], [0.40987302935397363], [3.0], [3.0], [3.0], [3.0]]
[[971.4317122860583], [1983.2673923182351], [51.0169529559043], [0.3829871245625789], [0.4170128754374214], [3.0], [3.0], [3.0], [3.0]]
[[1644.129936936171], [2992.330570367586], [54.65888153029316], [0.3910284346413815], [0.4089715653586188], [3.0], [3.0], [3.0], [3.0]]
[[1091.3302045525666], [2143.1308833176813], [79.244470586836], [0.3839599559674176], [0.41604004403258266], [3.0], [3.0], [3.0], [3.0]]
[[1530.4243813495896], [2838.02437433868], [82.81921844184438], [0.3901360843370054], [0.40986391566299485], [3.0], [3.0], [3.0], [3.0]]
[[972.1269515568439], [1984.5622659076523], [50.67170753501016], [0.3830597397946143], [0.416940260205386], [3.0], [3.0], [3.0], [3.0]]
[[1642.426347858972], [2990.0270195404746], [54.28781341412735], [0.3910374256898268], [0.40896257431017347], [3.0], [3.0], [3.0], [3.0]]
[[1092.0264975395664], [2144.4271740402155], [78.82482291740921], [0.38402949088403604], [0.4159705091159642], [3.0], [3.0], [3.0], [3.0]]
[[1528.7224633174512], [2835.722449627504], [82.37298897384406], [0.3901385316966155], [0.40986146830338477], [3.0], [3.0], [3.0], [3.0]]
[[972.8240355172445], [1985.8589995833313], [50.32781038147337], [0.38312850790861974], [0.4168714920913805], [3.0], [3.0], [3.0], [3.0]]
[[1640.724463821152], [2987.725141007185], [53.91797561856682], [0.39103974873643965], [0.4089602512635606], [3.0], [3.0], [3.0], [3.0]]
[[1092.7245786301507], [2145.725249029485], [78.40624278485747], [0.38409836293639454], [0.4159016370636057], [3.0], [3.0], [3.0], [3.0]]
[[1527.0223469479809], [2833.4223271951487], [81.92789842942184], [0.3901387936544398], [0.40986120634556045], [3.0], [3.0], [3.0], [3.0]]
[[973.5229180340377], [1987.1575313460144], [49.98502008272374], [0.3831962890939855], [0.41680371090601476], [3.0], [3.0], [3.0], [3.0]]
[[1639.024349896163], [2985.425022280823], [53.54943714069957], [0.3910398881413699], [0.40896011185863035], [3.0], [3.0], [3.0], [3.0]]
[[1093.4244427906874], [2147.0251016234442], [77.98872146386131], [0.38416306877291007], [0.4158369312270902], [3.0], [3.0], [3.0], [3.0]]
[[1525.3240322169227], [2831.1240070083713], [81.48396308077702], [0.39013962077080633], [0.40986037922919394], [3.0], [3.0], [3.0], [3.0]]
[[974.2236451783026], [1988.4579231165014], [49.64336298769014], [0.38325987290005825], [0.416740127099942], [3.0], [3.0], [3.0], [3.0]]
[[1637.3260459393655], [2983.126716959945], [53.18210537594391], [0.39104059698746196], [0.4089594030125383], [3.0], [3.0], [3.0], [3.0]]
[[1094.1260895327528], [2148.326731173521], [77.57225448909767], [0.38422638957930655], [0.4157736104206937], [3.0], [3.0], [3.0], [3.0]]
[[1523.62751906632], [2828.8274889877393], [81.04128142539163], [0.3901413906231812], [0.40985860937681906], [3.0], [3.0], [3.0], [3.0]]
[[974.9261761561138], [1989.7601200461727], [49.30285409212412], [0.3833249980182982], [0.41667500198170204], [3.0], [3.0], [3.0], [3.0]]
[[1635.6295573797922], [2980.8302323458065], [52.81599585674859], [0.3910422546239247], [0.40895774537607554], [3.0], [3.0], [3.0], [3.0]]
[[1094.8295642361347], [2149.630197688931], [77.15685356777979], [0.38429277785432836], [0.4157072221456719], [3.0], [3.0], [3.0], [3.0]]
[[1521.9328074148707], [2826.5327730218223], [80.59970696538906], [0.3901385493598286], [0.40986145064017165], [3.0], [3.0], [3.0], [3.0]]
[[975.6304888192217], [1991.0640923494054], [48.96356395844576], [0.3833917801477571], [0.41660821985224317], [3.0], [3.0], [3.0], [3.0]]
[[1633.9348036422734], [2978.535460079136], [52.45118230116919], [0.3910394680519098], [0.40896053194809046], [3.0], [3.0], [3.0], [3.0]]
[[1095.5348451025113], [2150.935472382455], [76.74252662446646], [0.38435842677597565], [0.4156415732240246], [3.0], [3.0], [3.0], [3.0]]
[[1520.2398950416944], [2824.2398560666734], [80.15927670044144], [0.3901402962242835], [0.4098597037757168], [3.0], [3.0], [3.0], [3.0]]
[[976.336617910104], [1992.3698867315406], [48.62532343511444], [0.38345755956435745], [0.4165424404356428], [3.0], [3.0], [3.0], [3.0]]
[[1632.2419155803395], [2976.242576134271], [52.087550171133714], [0.3910412973763191], [0.40895870262368117], [3.0], [3.0], [3.0], [3.0]]
[[1096.2419279899311], [2152.2425497476825], [76.32925434988624], [0.3844264354628555], [0.4155735645371448], [3.0], [3.0], [3.0], [3.0]]
[[1518.5487815795068], [2821.9487376188627], [79.71999262063676], [0.39015921948793286], [0.4098407805120674], [3.0], [3.0], [3.0], [3.0]]
[[977.0445146656141], [1993.6774376332396], [48.28805691816888], [0.3835256204482973], [0.41647437955170297], [3.0], [3.0], [3.0], [3.0]]
[[1630.5510753940312], [2973.951825539493], [51.72517668355556], [0.39106029856815683], [0.40893970143184344], [3.0], [3.0], [3.0], [3.0]]
[[1096.9508116859952], [2153.5514281820615], [75.91701518602626], [0.38449134737882584], [0.4155086526211744], [3.0], [3.0], [3.0], [3.0]]
[[1516.8594670919329], [2819.6594177655725], [79.28179491801251], [0.39016495627839864], [0.4098350437216016], [3.0], [3.0], [3.0], [3.0]]
[[977.7542571461062], [1994.9868500343428], [47.95231852280668], [0.38358853495920053], [0.41641146504079973], [3.0], [3.0], [3.0], [3.0]]
[[1628.861842849425], [2971.662616255805], [51.36406444294885], [0.39106610974658507], [0.4089338902534152], [3.0], [3.0], [3.0], [3.0]]
[[1097.661464375625], [2154.862065596467], [75.50584966164615], [0.3845536789115269], [0.41544632108847335], [3.0], [3.0], [3.0], [3.0]]
[[1515.1719516281642], [2817.371896574212], [78.84500751493692], [0.3901667222045373], [0.40983327779546297], [3.0], [3.0], [3.0], [3.0]]
[[978.4658080957903], [1996.2980738245958], [47.61764112821519], [0.38365615270267117], [0.4163438472973291], [3.0], [3.0], [3.0], [3.0]]
[[1627.1743516422712], [2969.3751280810884], [51.00424251002684], [0.39106794643879317], [0.4089320535612071], [3.0], [3.0], [3.0], [3.0]]
[[1098.3739990902704], [2156.174611507172], [75.09577286936454], [0.3846193422576616], [0.4153806577423387], [3.0], [3.0], [3.0], [3.0]]
[[1513.4862352383793], [2815.086174113554], [78.40909629357486], [0.39016732609082316], [0.4098326739091771], [3.0], [3.0], [3.0], [3.0]]
[[979.1791874104179], [1997.6111357570583], [47.284095747625834], [0.38371889167523676], [0.4162811083247635], [3.0], [3.0], [3.0], [3.0]]
[[1625.4886425539598], [2967.0894158592846], [50.645589377265125], [0.3910686175840463], [0.40893138241595395], [3.0], [3.0], [3.0], [3.0]]
[[1099.0882884455052], [2157.4888974287182], [74.68674641116826], [0.38468555038603114], [0.4153144496139691], [3.0], [3.0], [3.0], [3.0]]
[[1511.8023179708466], [2812.802250449762], [77.97445307365743], [0.39016758957317466], [0.4098324104268256], [3.0], [3.0], [3.0], [3.0]]
[[979.8943163672361], [1998.9259299579523], [46.95168303088059], [0.3837857995110858], [0.41621420048891444], [3.0], [3.0], [3.0], [3.0]]
[[1623.804727548907], [2964.805495680469], [50.28826590972409], [0.39106894499638], [0.40893105500362026], [3.0], [3.0], [3.0], [3.0]]
[[1099.8043886536138], [2158.8049977040237], [74.27878388822248], [0.3847500457372015], [0.41524995426279876], [3.0], [3.0], [3.0], [3.0]]
[[1510.1201998710746], [2810.5201256452247], [77.54083321159231], [0.3901677627322324], [0.40983223726776785], [3.0], [3.0], [3.0], [3.0]]
[[980.6112803628632], [2000.2425712893166], [46.620430435679395], [0.38384716088646], [0.4161528391135403], [3.0], [3.0], [3.0], [3.0]]
[[1622.1226103022132], [2962.5233724870304], [49.93213781583671], [0.39106917895419846], [0.4089308210458018], [3.0], [3.0], [3.0], [3.0]]
[[1100.522240236659], [2160.1228336632676], [73.87186924752781], [0.38481242822993167], [0.4151875717700686], [3.0], [3.0], [3.0], [3.0]]
[[1508.4398809815957], [2808.2397997582575], [77.10854329926981], [0.39016790499737786], [0.4098320950026224], [3.0], [3.0], [3.0], [3.0]]
[[981.3300295305496], [2001.56099267152], [46.2903274023311], [0.38391162503099086], [0.4160883749690094], [3.0], [3.0], [3.0], [3.0]]
[[1620.4422917207385], [2960.243047498544], [49.577334021446546], [0.39106937906963823], [0.40893062093036203], [3.0], [3.0], [3.0], [3.0]]
[[1101.2419241167095], [2161.442512341452], [73.46602369130574], [0.3848727909903147], [0.4151272090096856], [3.0], [3.0], [3.0], [3.0]]
[[1506.7613613421895], [2805.9612728434076], [76.67730392574202], [0.3901680605299611], [0.40983193947003915], [3.0], [3.0], [3.0], [3.0]]
[[982.0506382450483], [2002.8812941426988], [45.96139259190738], [0.38397082586280407], [0.4160291741371962], [3.0], [3.0], [3.0], [3.0]]
[[1618.763772487121], [2957.9645216330405], [49.285415759161886], [0.39107001121027674], [0.40892998878972353], [3.0], [3.0], [3.0], [3.0]]
[[1101.9633899722166], [2162.7639671801303], [73.06124764381047], [0.38131207112557686], [0.4186879288744234], [3.0], [3.0], [3.0], [3.0]]
[[1505.0846353409931], [2803.6845372098646], [76.25455923538689], [0.39018400828859034], [0.4098159917114099], [3.0], [3.0], [3.0], [3.0]]
[[982.825573714395], [2004.2740259731872], [45.64648328727344], [0.38041123625783024], [0.41958876374217], [3.0], [3.0], [3.0], [3.0]]
[[1617.0872754220718], [2955.688094547225], [48.94028448957217], [0.3910865206805574], [0.4089134793194429], [3.0], [3.0], [3.0], [3.0]]
[[1102.686672731186], [2164.087244376745], [72.65751614610078], [0.37778805356529466], [0.4222119464347056], [3.0], [3.0], [3.0], [3.0]]
[[1503.409701827859], [2801.409591281612], [75.83285154365745], [0.39019737575468527], [0.409802624245315], [3.0], [3.0], [3.0], [3.0]]
[[983.6018163971032], [2005.6678945683439], [45.332725703747485], [0.37688817868484126], [0.423111821315159], [3.0], [3.0], [3.0], [3.0]]
[[1615.4125327840256], [2953.413406173574], [48.59627833876651], [0.39110046449252645], [0.4088995355074738], [3.0], [3.0], [3.0], [3.0]]
[[1103.4117697615052], [2165.412340449244], [72.25485587702033], [0.37430020246030216], [0.4256997975396981], [3.0], [3.0], [3.0], [3.0]]
[[1501.7365605966447], [2799.136434776337], [75.41305091496073], [0.3902089469397727], [0.40979105306022756], [3.0], [3.0], [3.0], [3.0]]
[[984.3793708973576], [2007.0629061354139], [45.01990664173467], [0.37342562620450304], [0.42657437379549723], [3.0], [3.0], [3.0], [3.0]]
[[1613.7395557217528], [2951.1404715051685], [48.192291980129625], [0.3911126164457399], [0.40888738355426035], [3.0], [3.0], [3.0], [3.0]]
[[1104.1390590948274], [2166.739755368369], [71.85336297788878], [0.3744920950336428], [0.4255079049663575], [3.0], [3.0], [3.0], [3.0]]
[[1500.0652115802654], [2796.8650676022585], [74.98535657262985], [0.39021879379003144], [0.40978120620996883], [3.0], [3.0], [3.0], [3.0]]
[[985.1056462179297], [2008.388345602783], [44.69508727110309], [0.37359244357936605], [0.4264075564206342], [3.0], [3.0], [3.0], [3.0]]
[[1612.068345213395], [2948.8692918574297], [47.84331806497067], [0.39111853351007086], [0.4088814664899294], [3.0], [3.0], [3.0], [3.0]]
[[1104.8677589647968], [2168.0684551962495], [71.45269208478034], [0.3746581769661468], [0.4253418230338535], [3.0], [3.0], [3.0], [3.0]]
[[1498.3957149546873], [2794.5955722306326], [74.55965559997622], [0.390223252880729], [0.40977674711927126], [3.0], [3.0], [3.0], [3.0]]
[[985.8337322798524], [2009.7155995136602], [44.371411690654384], [0.37375895148597893], [0.42624104851402134], [3.0], [3.0], [3.0], [3.0]]
[[1610.3989135537472], [2946.599883764739], [47.495626134256085], [0.3911230010287725], [0.40887699897122776], [3.0], [3.0], [3.0], [3.0]]
[[1105.5982654509505], [2169.3989637746245], [71.05319852562171], [0.37482216640644594], [0.4251778335935543], [3.0], [3.0], [3.0], [3.0]]
[[1496.7280182165778], [2792.327876704796], [74.1350504847569], [0.3902264391388939], [0.4097735608611064], [3.0], [3.0], [3.0], [3.0]]
[[986.5636549925653], [2011.0447027107489], [44.048901676058804], [0.3739215550366146], [0.42607844496338565], [3.0], [3.0], [3.0], [3.0]]
[[1608.731263314455], [2944.3322506856443], [47.10086833649726], [0.3911261955125158], [0.40887380448748445], [3.0], [3.0], [3.0], [3.0]]
[[1106.330550412471], [2170.73124388499], [70.65476182977518], [0.3787810921690751], [0.4212189078309252], [3.0], [3.0], [3.0], [3.0]]
[[1495.0621213685863], [2790.0619810283833], [73.70400171111213], [0.39022857066511163], [0.40977142933488864], [3.0], [3.0], [3.0], [3.0]]
[[987.2402098969767], [2012.3014089566918], [43.714127514582096], [0.3778801485911387], [0.42211985140886155], [3.0], [3.0], [3.0], [3.0]]
[[1607.065397691019], [2942.066396918009], [46.796188969445325], [0.3911283340672127], [0.40887166593278756], [3.0], [3.0], [3.0], [3.0]]
[[1107.064629571604], [2172.0653163206525], [70.25738561918321], [0.3789031858650236], [0.4210968141349767], [3.0], [3.0], [3.0], [3.0]]
[[1493.3980244271272], [2787.7978852238875], [73.28178791337925], [0.3902302965092015], [0.4097697034907988], [3.0], [3.0], [3.0], [3.0]]
[[987.9743167752275], [2013.6348977168054], [43.39411305843548], [0.3780003619165484], [0.42199963808345187], [3.0], [3.0], [3.0], [3.0]]
[[1605.4013261140203], [2939.8023351443962], [46.401467288022715], [0.3911300664394415], [0.4088699335605588], [3.0], [3.0], [3.0], [3.0]]
[[1107.800479524055], [2173.4011501196683], [69.86106295101504], [0.38304416933153673], [0.41695583066846353], [3.0], [3.0], [3.0], [3.0]]
[[1491.7357273993161], [2785.535589301062], [72.85277259648973], [0.39023117745311486], [0.4097688225468854], [3.0], [3.0], [3.0], [3.0]]
[[988.6518169833289], [2014.8916284587322], [43.061160414029686], [0.3821427344733781], [0.41785726552662217], [3.0], [3.0], [3.0], [3.0]]
[[1603.7390421989612], [2937.5400567784063], [46.05057631773026], [0.3911309533632559], [0.4088690466367444], [3.0], [3.0], [3.0], [3.0]]
[[1108.538149988014], [2174.7388110333873], [69.46580723935668], [0.3871450956004887], [0.41285490439951156], [3.0], [3.0], [3.0], [3.0]]
[[1490.075230292596], [2783.2750932701074], [72.42503920286832], [0.39023098732213013], [0.40976901267787014], [3.0], [3.0], [3.0], [3.0]]
[[989.3317506909179], [2016.151010432267], [42.72962348248488], [0.38624458240392645], [0.4137554175960738], [3.0], [3.0], [3.0], [3.0]]
[[1602.0785426448344], [2935.2795573802696], [45.701107766240085], [0.3911307688379666], [0.40886923116203366], [3.0], [3.0], [3.0], [3.0]]
[[1109.277633766926], [2176.0782895797315], [69.07161697978185], [0.3912059029536077], [0.4087940970463926], [3.0], [3.0], [3.0], [3.0]]
[[1488.4165331116424], [2781.0163971374304], [71.99874704096402], [0.39023002229221193], [0.40976997770778834], [3.0], [3.0], [3.0], [3.0]]
[[990.0141109795225], [2017.4130343562688], [42.39949252887745], [0.3903106070864193], [0.409689392913581], [3.0], [3.0], [3.0], [3.0]]
[[1600.4198317396933], [2933.0208427164525], [45.404319416131095], [0.3911298090449402], [0.40887019095506005], [3.0], [3.0], [3.0], [3.0]]
[[1110.0189973485064], [2177.419673656739], [68.6785084894789], [0.39120818318585515], [0.4087918168141451], [3.0], [3.0], [3.0], [3.0]]
[[1486.7596358608926], [2778.7595009091124], [71.58137459392496], [0.39022858696684226], [0.409771413033158], [3.0], [3.0], [3.0], [3.0]]
[[990.7572368256443], [2018.7561693214489], [42.084693008951376], [0.39030789148281597], [0.4096921085171843], [3.0], [3.0], [3.0], [3.0]]
[[1598.7629139121873], [2930.7639187428067], [45.06588350845328], [0.39112837876411577], [0.4088716212358845], [3.0], [3.0], [3.0], [3.0]]
[[1110.7620835201174], [2178.762755363356], [68.28644155433177], [0.3912032560326364], [0.4087967439673639], [3.0], [3.0], [3.0], [3.0]]
[[1485.1045385425148], [2776.504404588126], [71.16531348568503], [0.39022675540483], [0.4097732445951703], [3.0], [3.0], [3.0], [3.0]]
[[991.5021947191932], [2020.101147376446], [41.771052952201515], [0.3903026624246464], [0.40969733757535387], [3.0], [3.0], [3.0], [3.0]]
[[1597.107790246704], [2928.508786917761], [44.728676245669135], [0.39112655191511037], [0.4088734480848899], [3.0], [3.0], [3.0], [3.0]]
