[[1625.0], [2965.0], [67.0], [0.3900000000000001], [0.41000000000000014], [3.0], [3.0], [3.0], [3.0]]
[[1321.4027202851266], [2529.78514548569], [0.07806387599565], [0.6540003344001186], [0.14599966559988165], [3.0], [3.0], [3.0], [3.0]]
[[1157.6954177936118], [2309.596750428526], [0.12730344663395304], [0.6570041169721299], [0.14299588302787036], [3.0], [3.0], [3.0], [3.0]]
[[1177.2485295172255], [2327.2802705003883], [0.17738340734223831], [0.655463738218971], [0.1445362617810293], [3.0], [3.0], [3.0], [3.0]]
[[1299.6033756943443], [2509.846216715291], [-0.11638617977120513], [0.6584393520841165], [0.14156064791588374], [3.0], [3.0], [3.0], [3.0]]
[[1321.4070368610635], [2529.8016710127936], [0.07296291884199156], [0.656918344155581], [0.14308165584441923], [3.0], [3.0], [3.0], [3.0]]
[[1157.7050223606243], [2309.6000332065714], [0.1226030645259158], [0.6598571670770181], [0.14014283292298213], [3.0], [3.0], [3.0], [3.0]]
[[1177.189492050899], [2327.214969379178], [0.17705044371838763], [0.658352239197256], [0.14164776080274422], [3.0], [3.0], [3.0], [3.0]]
[[1299.6067030981696], [2509.8569750883876], [-0.1159100024996178], [0.6612635165838596], [0.13873648341614064], [3.0], [3.0], [3.0], [3.0]]
[[1321.411984979652], [2529.8185409959897], [0.06809838254705093], [0.6597778456875196], [0.14022215431248064], [3.0], [3.0], [3.0], [3.0]]
[[1157.7142474068053], [2309.603127689677], [0.11813250878006808], [0.662653110506723], [0.13734688949327722], [3.0], [3.0], [3.0], [3.0]]
[[1177.1312927836323], [2327.1507391702407], [0.1767124387808823], [0.6611828458061155], [0.13881715419388474], [3.0], [3.0], [3.0], [3.0]]
[[1299.6092277484338], [2509.866647753768], [-0.1154363489891197], [0.6640311731072948], [0.1359688268927055], [3.0], [3.0], [3.0], [3.0]]
[[1321.4175291586052], [2529.8357272946378], [0.06345735459061924], [0.6625800324377216], [0.1374199675622787], [3.0], [3.0], [3.0], [3.0]]
[[1157.7231096741496], [2309.60604218452], [0.11388015665949623], [0.6653931108836102], [0.13460688911639007], [3.0], [3.0], [3.0], [3.0]]
[[1177.0739269099788], [2327.0875730692433], [0.17636998056480732], [0.6639567370933004], [0.13604326290669988], [3.0], [3.0], [3.0], [3.0]]
[[1299.6109640854597], [2509.87525400165], [-0.11496598462672436], [0.6667434710688727], [0.1332565289311276], [3.0], [3.0], [3.0], [3.0]]
[[1321.4236354062036], [2529.8532027912643], [0.05902777928349293], [0.6653260719117298], [0.1346739280882705], [3.0], [3.0], [3.0], [3.0]]
[[1157.731625758758], [2309.608785504879], [0.10983517058090722], [0.6680783061385003], [0.1319216938615], [3.0], [3.0], [3.0], [3.0]]
[[1177.017389191277], [2327.0254637531307], [0.17602359864460404], [0.6666750666542982], [0.13332493334570206], [3.0], [3.0], [3.0], [3.0]]
[[1299.6119260800667], [2509.882812527262], [-0.11449950417488314], [0.6694015350668532], [0.13059846493314708], [3.0], [3.0], [3.0], [3.0]]
[[1321.430271166495], [2529.8709413812066], [0.05479840623840131], [0.668017105436729], [0.13198289456327128], [3.0], [3.0], [3.0], [3.0]]
[[1157.7398120896319], [2309.611366894893], [0.10598744380391653], [0.6707098096354431], [0.12929019036455713], [3.0], [3.0], [3.0], [3.0]]
[[1176.9616740212412], [2326.9644034595503], [0.17567385713444247], [0.6693389623709005], [0.13066103762909975], [3.0], [3.0], [3.0], [3.0]]
[[1299.6121272734345], [2509.8893414753893], [-0.11403772549426316], [0.6720064654281068], [0.12799353457189344], [3.0], [3.0], [3.0], [3.0]]
[[1321.437405262407], [2529.8889179559496], [0.05075869931645151], [0.6706542518413081], [0.12934574815869215], [3.0], [3.0], [3.0], [3.0]]
[[1157.7476849012792], [2309.613795952803], [0.10232753468822388], [0.6732887107304726], [0.12671128926952768], [3.0], [3.0], [3.0], [3.0]]
[[1176.906775372636], [2326.90438392578], [0.175321133556483], [0.6719495300324971], [0.12805046996750313], [3.0], [3.0], [3.0], [3.0]]
[[1299.611580715394], [2509.8948583717174], [-0.11358088449435205], [0.6745593388830273], [0.12544066111697294], [3.0], [3.0], [3.0], [3.0]]
[[1321.4450078455375], [2529.9071083882027], [0.046898793692863386], [0.673238603794275], [0.12676139620572524], [3.0], [3.0], [3.0], [3.0]]
[[1157.7552602221867], [2309.6160825759016], [0.09884662425229007], [0.67581607517547], [0.12418392482453022], [3.0], [3.0], [3.0], [3.0]]
[[1176.8526869683942], [2326.845396589033], [0.17496608116543472], [0.6745078497162171], [0.12549215028378313], [3.0], [3.0], [3.0], [3.0]]
[[1299.6102991092466], [2509.899380283924], [-0.11312975803600578], [0.6770612087306458], [0.12293879126935447], [3.0], [3.0], [3.0], [3.0]]
[[1321.4530503453493], [2529.925489513362], [0.04320944265204508], [0.6757712313429152], [0.1242287686570851], [3.0], [3.0], [3.0], [3.0]]
[[1157.7625538698353], [2309.618236917465], [0.0955364725277196], [0.6782929464612004], [0.12170705353879985], [3.0], [3.0], [3.0], [3.0]]
[[1176.799402188666], [2326.787432489934], [0.17460901277870267], [0.6770149792144387], [0.12298502078556162], [3.0], [3.0], [3.0], [3.0]]
[[1299.6082946897623], [2509.902923690048], [-0.11268459166132305], [0.6795131072421525], [0.12048689275784774], [3.0], [3.0], [3.0], [3.0]]
[[1321.4615054192855], [2529.944039108037], [0.039681977012069346], [0.6782531815313386], [0.12174681846866164], [3.0], [3.0], [3.0], [3.0]]
[[1157.7695814306117], [2309.620269325059], [0.09238938120515197], [0.6807203457975981], [0.11927965420240216], [3.0], [3.0], [3.0], [3.0]]
[[1176.7469141739243], [2326.730482381853], [0.17425046500452984], [0.6794719535853475], [0.12052804641465276], [3.0], [3.0], [3.0], [3.0]]
[[1299.6055793270843], [2509.905504588398], [-0.11224592582076354], [0.6819160435638545], [0.11808395643614578], [3.0], [3.0], [3.0], [3.0]]
[[1321.4703469024812], [2529.9627358649423], [0.036308237718051424], [0.680685479268822], [0.11931452073117832], [3.0], [3.0], [3.0], [3.0]]
[[1157.7763582714508], [2309.622190327337], [0.08939816300866382], [0.6830992725072593], [0.11690072749274094], [3.0], [3.0], [3.0], [3.0]]
[[1176.6952158032295], [2326.67453671792], [0.1738907829945312], [0.6818797864655965], [0.11812021353440372], [3.0], [3.0], [3.0], [3.0]]
[[1299.6021644712437], [2509.9071384405734], [-0.11181405314812715], [0.6842710060395274], [0.11572899396047287], [3.0], [3.0], [3.0], [3.0]]
[[1321.4795497702905], [2529.98155938082], [0.033080567498055165], [0.68306912894402], [0.11693087105598021], [3.0], [3.0], [3.0], [3.0]]
[[1157.7828995351806], [2309.6240105960014], [0.08655611130840979], [0.6854307050687702], [0.11456929493123003], [3.0], [3.0], [3.0], [3.0]]
[[1176.6442997317076], [2326.6195856868853], [0.17353041271802913], [0.6842394707452271], [0.1157605292547732], [3.0], [3.0], [3.0], [3.0]]
[[1299.5980612136873], [2509.907840240023], [-0.1113892999718736], [0.6865789622860929], [0.11342103771390732], [3.0], [3.0], [3.0], [3.0]]
[[1321.489090080943], [2530.000490116488], [0.02999175408726376], [0.6854051123695277], [0.11459488763047254], [3.0], [3.0], [3.0], [3.0]]
[[1157.7892201421303], [2309.6257409218383], [0.08385697608344776], [0.6877156015482195], [0.11228439845178073], [3.0], [3.0], [3.0], [3.0]]
[[1176.5941584404195], [2326.565619283232], [0.1731697429685657], [0.6865519774674742], [0.11344802253252606], [3.0], [3.0], [3.0], [3.0]]
[[1299.5932802803745], [2509.9076245054207], [-0.11097197051057694], [0.6888408596025504], [0.1111591403974499], [3.0], [3.0], [3.0], [3.0]]
[[1321.49894494469], [2530.0195093868847], [0.02703500662136319], [0.6876943913437379], [0.11230560865626238], [3.0], [3.0], [3.0], [3.0]]
[[1157.7953348044286], [2309.62739220741], [0.08129495676458962], [0.6899548996177551], [0.11004510038224513], [3.0], [3.0], [3.0], [3.0]]
[[1176.544784227935], [2326.5126272933453], [0.17280913109534618], [0.6888182577979207], [0.11118174220207955], [3.0], [3.0], [3.0], [3.0]]
[[1299.5878320306333], [2509.906505278671], [-0.11056229559412911], [0.6910576256226162], [0.10894237437738408], [3.0], [3.0], [3.0], [3.0]]
[[1321.5090924757742], [2530.0385993292266], [0.024203933203726845], [0.6899379074551031], [0.11006209254489718], [3.0], [3.0], [3.0], [3.0]]
[[1157.8012580341076], [2309.6289754518248], [0.07886468482491454], [0.6921495177011106], [0.10785048229888972], [3.0], [3.0], [3.0], [3.0]]
[[1176.496169244641], [2326.4605993376244], [0.17244895322469472], [0.6910392430259793], [0.10896075697402097], [3.0], [3.0], [3.0], [3.0]]
[[1299.581726484733], [2509.9044961577247], [-0.11016051648557301], [0.6932301686026796], [0.10676983139732066], [3.0], [3.0], [3.0], [3.0]]
[[1321.519511753805], [2530.057742879778], [0.02149250351392916], [0.6921365828147183], [0.10786341718528192], [3.0], [3.0], [3.0], [3.0]]
[[1157.8070041668266], [2309.6305017590958], [0.0765612249793817], [0.6943003550073921], [0.1056996449926082], [3.0], [3.0], [3.0], [3.0]]
[[1176.448305503318], [2326.40952488493], [0.17208954625578649], [0.6932158452663066], [0.10678415473369363], [3.0], [3.0], [3.0], [3.0]]
[[1299.57497332053], [2509.901610293268], [-0.10976680444083634], [0.69535937790114], [0.10464062209886027], [3.0], [3.0], [3.0], [3.0]]
[[1321.5301827832577], [2530.076923747532], [0.018895032252894073], [0.6942913204178871], [0.10570867958211316], [3.0], [3.0], [3.0], [3.0]]
[[1157.812587386321], [2309.6319823470167], [0.07438006323255408], [0.6964082919589649], [0.10359170804103535], [3.0], [3.0], [3.0], [3.0]]
[[1176.4011849040744], [2326.3593932819754], [0.1717312593647416], [0.6953489576349496], [0.10465104236505063], [3.0], [3.0], [3.0], [3.0]]
[[1299.5675818927584], [2509.897860410886], [-0.10938140079427972], [0.6974461248761279], [0.10255387512387237], [3.0], [3.0], [3.0], [3.0]]
[[1321.5410864566425], [2530.0961263882887], [0.016406165726493678], [0.6964030049907026], [0.10359699500929764], [3.0], [3.0], [3.0], [3.0]]
[[1157.8180217503993], [2309.633428557282], [0.07231713829353398], [0.6984741912073935], [0.10152580879260675], [3.0], [3.0], [3.0], [3.0]]
[[1176.3547992304088], [2326.3101937514048], [0.17137436409985615], [0.6974394552877823], [0.10256054471221798], [3.0], [3.0], [3.0], [3.0]]
[[1299.5595612101938], [2509.8932587858317], [-0.10900431259580723], [0.6994912624803447], [0.10050873751965561], [3.0], [3.0], [3.0], [3.0]]
[[1321.552204514439], [2530.115335976846], [0.014020841489023793], [0.6984725019750155], [0.10152749802498473], [3.0], [3.0], [3.0], [3.0]]
[[1157.8233212405512], [2309.6348519005896], [0.07036884750113981], [0.7004988973606081], [0.09950110263939216], [3.0], [3.0], [3.0], [3.0]]
[[1176.3091402152045], [2326.2619154678887], [0.17101929367619365], [0.6994881943246827], [0.10051180567531759], [3.0], [3.0], [3.0], [3.0]]
[[1299.5509200273455], [2509.8878173488993], [-0.10863584977126434], [0.7014956265210182], [0.09850437347898211], [3.0], [3.0], [3.0], [3.0]]
[[1321.563519511505], [2530.1345383831767], [0.011734299378613124], [0.7005006593918162], [0.0994993406081841], [3.0], [3.0], [3.0], [3.0]]
[[1157.8284998081176], [2309.6362640922757], [0.06853212203068121], [0.7024832376407679], [0.09751676235923235], [3.0], [3.0], [3.0], [3.0]]
[[1176.264199492532], [2326.214547509333], [0.17066620427818086], [0.7014960143243667], [0.09850398567563357], [3.0], [3.0], [3.0], [3.0]]
[[1299.5416667192908], [2509.881547542362], [-0.10827592956030854], [0.7034600353631002], [0.09653996463690007], [3.0], [3.0], [3.0], [3.0]]
[[1321.5750147827594], [2530.1537201537394], [0.009542054933709361], [0.7024883084221378], [0.09751169157786244], [3.0], [3.0], [3.0], [3.0]]
[[1157.8335714486525], [2309.637677126063], [0.066804385219806], [0.7044280223845614], [0.0955719776154389], [3.0], [3.0], [3.0], [3.0]]
[[1176.2199686622782], [2326.1680789214233], [0.17031552869383582], [0.7034637368043666], [0.09653626319563369], [3.0], [3.0], [3.0], [3.0]]
[[1299.531809427826], [2509.874460488955], [-0.10792481585656277], [0.705385290787985], [0.09461470921201531], [3.0], [3.0], [3.0], [3.0]]
[[1321.5866744004934], [2530.1728684649897], [0.007439882509209017], [0.704436262383155], [0.09556373761684522], [3.0], [3.0], [3.0], [3.0]]
[[1157.838550270896], [2309.639103341422], [0.06518373575235202], [0.7063340453201206], [0.0936659546798797], [3.0], [3.0], [3.0], [3.0]]
[[1176.1764392607708], [2326.122498697592], [0.16996744470065814], [0.7053921667571346], [0.0946078332428657], [3.0], [3.0], [3.0], [3.0]]
[[1299.5213559464764], [2509.866566860018], [-0.10758244160479324], [0.7072721781756859], [0.09272782182431438], [3.0], [3.0], [3.0], [3.0]]
[[1321.5984831459918], [2530.1919711128876], [0.0054238242926141905], [0.7063453182123722], [0.09365468178762804], [3.0], [3.0], [3.0], [3.0]]
[[1157.843450613959], [2309.6405555480865], [0.06366899446835066], [0.7082020839426568], [0.09179791605734344], [3.0], [3.0], [3.0], [3.0]]
[[1176.1336028083704], [2326.077795823803], [0.16962232867957983], [0.7072820926939989], [0.09271790730600138], [3.0], [3.0], [3.0], [3.0]]
[[1299.5103138226143], [2509.8578769926694], [-0.10724898612793732], [0.7091214668842443], [0.090878533115756], [3.0], [3.0], [3.0], [3.0]]
[[1321.6104264711305], [2530.2110164799087], [0.0034901776776686197], [0.7082162565446386], [0.09178374345536167], [3.0], [3.0], [3.0], [3.0]]
[[1157.848287180812], [2309.64204717085], [0.062259856645757436], [0.7100329000141747], [0.08996709998582553], [3.0], [3.0], [3.0], [3.0]]
[[1176.0914507905607], [2326.0339592669116], [0.16928039170557682], [0.7091342870218136], [0.09086571297818669], [3.0], [3.0], [3.0], [3.0]]
[[1299.4986902846545], [2509.8484008071205], [-0.10692441360870783], [0.7109339106274324], [0.08906608937256788], [3.0], [3.0], [3.0], [3.0]]
[[1321.6224904626092], [2530.2299935069263], [0.001635494733170862], [0.710049842058059], [0.08995015794194128], [3.0], [3.0], [3.0], [3.0]]
[[1157.853075213311], [2309.643592444345], [0.060957084959508176], [0.711827239608517], [0.08817276039148325], [3.0], [3.0], [3.0], [3.0]]
[[1176.0499746906557], [2325.9909780060098], [0.16894196877575796], [0.7109495064273159], [0.08905049357268435], [3.0], [3.0], [3.0], [3.0]]
[[1299.486492302091], [2509.8381478747133], [-0.10660883859882042], [0.7127102479347625], [0.08728975206523781], [3.0], [3.0], [3.0], [3.0]]
[[1321.634661804545], [2530.2488916639854], [-0.00014340264716564133], [0.711846823875256], [0.08815317612474427], [3.0], [3.0], [3.0], [3.0]]
[[1157.8578307167436], [2309.6452066648126], [0.05976275391063998], [0.7135858340075738], [0.08641416599242646], [3.0], [3.0], [3.0], [3.0]]
[[1176.0091659807304], [2325.948841028556], [0.16860730201714758], [0.7127284921137922], [0.08727150788620808], [3.0], [3.0], [3.0], [3.0]]
[[1299.4737265429007], [2509.827127369825], [-0.10630224908485109], [0.7144512027033172], [0.08554879729668308], [3.0], [3.0], [3.0], [3.0]]
[[1321.6469277389251], [2530.2677009177087], [-0.0018494147719249551], [0.713607935777588], [0.0863920642224123], [3.0], [3.0], [3.0], [3.0]]
[[1157.8625707570254], [2309.6469065292913], [0.05868058409562257], [0.7153093997722295], [0.08469060022777075], [3.0], [3.0], [3.0], [3.0]]
[[1175.9690161429403], [2325.9075373514747], [0.16827670891987884], [0.714471970227669], [0.08552802977233132], [3.0], [3.0], [3.0], [3.0]]
[[1299.4603994031138], [2509.8153481024174], [-0.10600472537649741], [0.7161574838136899], [0.08384251618631033], [3.0], [3.0], [3.0], [3.0]]
[[1321.6592760229169], [2530.286411698388], [-0.003485164981255562], [0.715333896647834], [0.08466610335216629], [3.0], [3.0], [3.0], [3.0]]
[[1157.8673138288723], [2309.6487105611614], [0.057716328462687566], [0.716998638759629], [0.08300136124037127], [3.0], [3.0], [3.0], [3.0]]
[[1175.9295166657585], [2325.867056021117], [0.1679504612769983], [0.7161806521598613], [0.083819347840139], [3.0], [3.0], [3.0], [3.0]]
[[1299.4465169774896], [2509.8028184842033], [-0.10571627953620694], [0.7178297861772021], [0.08217021382279821], [3.0], [3.0], [3.0], [3.0]]
[[1321.6716948866792], [2530.305014866398], [-0.005052946352850855], [0.7170254107457743], [0.08297458925422596], [3.0], [3.0], [3.0], [3.0]]
[[1157.8720803389965], [2309.650639667017], [0.05687823346131102], [0.7186542385584551], [0.08134576144154515], [3.0], [3.0], [3.0], [3.0]]
[[1175.89065905755], [2325.8273861273137], [0.1676288665404986], [0.7178552348480269], [0.08214476515197333], [3.0], [3.0], [3.0], [3.0]]
[[1299.432085056735], [2509.789546522353], [-0.10543695722291332], [0.7194687905409078], [0.08053120945909242], [3.0], [3.0], [3.0], [3.0]]
[[1321.684172981558], [2530.3235016715516], [-0.006554713354694101], [0.7186831680073165], [0.0813168319926838], [3.0], [3.0], [3.0], [3.0]]
[[1157.8768932083015], [2309.6527178375236], [0.056177459465876184], [0.7202768739430083], [0.07972312605699194], [3.0], [3.0], [3.0], [3.0]]
[[1175.8524348483365], [2325.788516807435], [0.1673123037914676], [0.7194964010679556], [0.08050359893204462], [3.0], [3.0], [3.0], [3.0]]
[[1299.4171091540318], [2509.775539853502], [-0.10516687968659438], [0.7210751649867038], [0.0789248350132965], [3.0], [3.0], [3.0], [3.0]]
[[1321.6966993273295], [2530.341863712359], [-0.007992081238666262], [0.72030784431877], [0.07969215568123023], [3.0], [3.0], [3.0], [3.0]]
[[1157.8817785741787], [2309.6549729682306], [0.05562829294525792], [0.7218672058247884], [0.0781327941752119], [3.0], [3.0], [3.0], [3.0]]
[[1175.8148355869143], [2325.7504372466638], [0.16700105161110718], [0.7211048197035255], [0.0788951802964748], [3.0], [3.0], [3.0], [3.0]]
[[1299.401594409043], [2509.7608056248773], [-0.10490602131521526], [0.7226495639438419], [0.07735043605615832], [3.0], [3.0], [3.0], [3.0]]
[[1321.7092632600784], [2530.3600928966125], [-0.009366348942458608], [0.7219001016602138], [0.07809989833978648], [3.0], [3.0], [3.0], [3.0]]
[[1157.8867665685125], [2309.6574377727143], [0.05524778984373396], [0.7234258819777346], [0.07657411802226566], [3.0], [3.0], [3.0], [3.0]]
[[1175.777852862903], [2325.7131366990125], [0.16669556706330568], [0.7226811458864897], [0.07731885411351058], [3.0], [3.0], [3.0], [3.0]]
[[1299.3855456397519], [2509.745350552841], [-0.10465464584013626], [0.7241926290490057], [0.07580737095099455], [3.0], [3.0], [3.0], [3.0]]
[[1321.7218543850363], [2530.378181406801], [-0.010678615883147217], [0.7234605907104492], [0.07653940928955105], [3.0], [3.0], [3.0], [3.0]]
[[1157.8918920220256], [2309.660150614767], [0.05505431861528007], [0.7249535381647507], [0.07504646183524954], [3.0], [3.0], [3.0], [3.0]]
[[1175.741478239749], [2325.6766044124442], [0.1663961919479183], [0.7242260235907501], [0.07577397640925021], [3.0], [3.0], [3.0], [3.0]]
[[1299.3689672423898], [2509.729180805914], [-0.10441265617726656], [0.7257049899463737], [0.0742950100536266], [3.0], [3.0], [3.0], [3.0]]
[[1321.73446255027], [2530.3961216826665], [-0.011930065579917517], [0.7249899459605085], [0.07501005403949179], [3.0], [3.0], [3.0], [3.0]]
[[1157.8971948172712], [2309.6631559383086], [0.05506454312204963], [0.7264507976016339], [0.07354920239836638], [3.0], [3.0], [3.0], [3.0]]
[[1175.7057033847489], [2325.640829785685], [0.16610353925909815], [0.7257400807224674], [0.07425991927753284], [3.0], [3.0], [3.0], [3.0]]
[[1299.3518632660325], [2509.7123020845675], [-0.10418043022930812], [0.7271872639287689], [0.0728127360712314], [3.0], [3.0], [3.0], [3.0]]
[[1321.7470778704842], [2530.413906442834], [-0.01312241575335953], [0.7264887902198818], [0.07351120978011849], [3.0], [3.0], [3.0], [3.0]]
[[1157.9027195183419], [2309.666503857334], [0.05528904693820237], [0.7279182709316561], [0.0720817290683442], [3.0], [3.0], [3.0], [3.0]]
[[1175.6705199494845], [2325.605802232347], [0.16581794912574652], [0.727223933686362], [0.07277606631363831], [3.0], [3.0], [3.0], [3.0]]
[[1299.3342372223008], [2509.6947193950045], [-0.10395793746079135], [0.7286400556485568], [0.07135994435144344], [3.0], [3.0], [3.0], [3.0]]
[[1321.7596908255682], [2530.4315287637583], [-0.014258504156850309], [0.7279577334841512], [0.07204226651584911], [3.0], [3.0], [3.0], [3.0]]
[[1157.9085139316328], [2309.670248499835], [0.0557281083692781], [0.7293565571258926], [0.07064344287410762], [3.0], [3.0], [3.0], [3.0]]
[[1175.6359196411574], [2325.5715112537], [0.16554009345130552], [0.7286781861976368], [0.07132181380236347], [3.0], [3.0], [3.0], [3.0]]
[[1299.3160922286709], [2509.6764372163025], [-0.10374557533668155], [0.7300639579666295], [0.06993604203337078], [3.0], [3.0], [3.0], [3.0]]
[[1321.7722924547813], [2530.4489822280366], [-0.015342760751136542], [0.7293973748415756], [0.07060262515842464], [3.0], [3.0], [3.0], [3.0]]
[[1157.9146265898648], [2309.6744450875067], [0.056370040899079876], [0.73076624183089], [0.06923375816911026], [3.0], [3.0], [3.0], [3.0]]
[[1175.6018941566263], [2325.537946373727], [0.16527029300838247], [0.7301034311921808], [0.06989656880781947], [3.0], [3.0], [3.0], [3.0]]
[[1299.2974308106327], [2509.657459262575], [-0.10354322987602615], [0.7314595503747943], [0.068540449625206], [3.0], [3.0], [3.0], [3.0]]
[[1321.784874622072], [2530.4662611205495], [-0.016381207937184637], [0.7308082994979226], [0.06919170050207768], [3.0], [3.0], [3.0], [3.0]]
[[1157.9211038065534], [2309.6791464981084], [0.05719337508489393], [0.7321479021327426], [0.06785209786725765], [3.0], [3.0], [3.0], [3.0]]
[[1175.5684352986443], [2325.5050972670656], [0.16500932497418191], [0.7315002478876003], [0.0684997521124], [3.0], [3.0], [3.0], [3.0]]
[[1299.278255216133], [2509.637788869315], [-0.10335140758395606], [0.7328274036708966], [0.06717259632910366], [3.0], [3.0], [3.0], [3.0]]
[[1321.797430270472], [2530.4833606080183], [-0.01738091608067103], [0.7321910816343311], [0.06780891836566916], [3.0], [3.0], [3.0], [3.0]]
[[1157.927987215014], [2309.684400375777], [0.058171629080118095], [0.7335021007617644], [0.0664978992382359], [3.0], [3.0], [3.0], [3.0]]
[[1175.535534880681], [2325.4729536653986], [0.1647572713675542], [0.7328692046165757], [0.06713079538342459], [3.0], [3.0], [3.0], [3.0]]
[[1299.2585670621388], [2509.6174285614507], [-0.10316979701765583], [0.7341680741811518], [0.06583192581884845], [3.0], [3.0], [3.0], [3.0]]
[[1321.8099535739007], [2530.500276832754], [-0.018349156687628782], [0.7335462838741695], [0.06645371612583073], [3.0], [3.0], [3.0], [3.0]]
[[1157.9353124536328], [2309.690247566733], [0.05927802756332845], [0.7348293886304655], [0.06517061136953473], [3.0], [3.0], [3.0], [3.0]]
[[1175.50318483458], [2325.4415054541414], [0.16451475503643392], [0.7342108582986673], [0.06578914170133299], [3.0], [3.0], [3.0], [3.0]]
[[1299.2383677146363], [2509.5963805110778], [-0.10299874044571136], [0.735482106718091], [0.06451789328190927], [3.0], [3.0], [3.0], [3.0]]
[[1321.8224399410742], [2530.5170068906714], [-0.01929266560239502], [0.7348744575115922], [0.06512554248840807], [3.0], [3.0], [3.0], [3.0]]
[[1157.9431089985342], [2309.6967218885407], [0.06048850195018536], [0.736130305238222], [0.06386969476177828], [3.0], [3.0], [3.0], [3.0]]
[[1175.4713771587512], [2325.4107426407104], [0.16428185063400658], [0.7355257546623437], [0.06447424533765655], [3.0], [3.0], [3.0], [3.0]]
[[1299.217658086861], [2509.574646306142], [-0.10283794423892631], [0.7367700348377553], [0.063229965162245], [3.0], [3.0], [3.0], [3.0]]
[[1321.834885895855], [2530.533548716615], [-0.020217249195333648], [0.7361761429809], [0.06382385701910032], [3.0], [3.0], [3.0], [3.0]]
[[1157.951400752047], [2309.703850785252], [0.06178288800662328], [0.7374053789111898], [0.06259462108881042], [3.0], [3.0], [3.0], [3.0]]
[[1175.4401039875588], [2325.380655409738], [0.1640589841595496], [0.7368144287039171], [0.06318557129608315], [3.0], [3.0], [3.0], [3.0]]
[[1299.196438891363], [2509.552227249212], [-0.10268756889548239], [0.7380323810212412], [0.06196761897875902], [3.0], [3.0], [3.0], [3.0]]
[[1321.847288895627], [2530.5499009265363], [-0.021127699394832347], [0.7374518696868697], [0.06254813031313056], [3.0], [3.0], [3.0], [3.0]]
[[1157.9602069281023], [2309.711656335195], [0.0631449765965712], [0.7386551269458432], [0.061344873054157034], [3.0], [3.0], [3.0], [3.0]]
[[1175.4093575628935], [2325.351234111463], [0.1638461915367071], [0.7380774045142888], [0.06192259548571144], [3.0], [3.0], [3.0], [3.0]]
[[1299.1747104990536], [2509.5291241957602], [-0.10254729553651432], [0.7392696570128687], [0.060730342987131536], [3.0], [3.0], [3.0], [3.0]]
[[1321.8596471407966], [2530.566062657551], [-0.02202786662956818], [0.7387021560485709], [0.06129784395142934], [3.0], [3.0], [3.0], [3.0]]
[[1157.9695429786516], [2309.720156312177], [0.06456201005046625], [0.7398800559662688], [0.06011994403373144], [3.0], [3.0], [3.0], [3.0]]
[[1175.3791302900345], [2325.322469308249], [0.16364378154509862], [0.7393151953180932], [0.06068480468190707], [3.0], [3.0], [3.0], [3.0]]
[[1299.1524731301029], [2509.505337780642], [-0.10241720220878417], [0.7404823641046998], [0.05951763589530046], [3.0], [3.0], [3.0], [3.0]]
[[1321.871959401648], [2530.582033425316], [-0.022920815977281198], [0.7399275094236883], [0.06007249057631192], [3.0], [3.0], [3.0], [3.0]]
[[1157.9794214026488], [2309.729365115009], [0.06602405488120429], [0.7410806618355514], [0.05891933816444883], [3.0], [3.0], [3.0], [3.0]]
[[1175.3494147095512], [2325.29435176019], [0.1634516976626333], [0.7405283033958647], [0.05947169660413554], [3.0], [3.0], [3.0], [3.0]]
[[1299.1297266990923], [2509.480868237174], [-0.10229699709739179], [0.7416709929549206], [0.058329007045079706], [3.0], [3.0], [3.0], [3.0]]
[[1321.88422487538], [2530.5978130074845], [-0.023808983872788254], [0.741128431803316], [0.058871568196684265], [3.0], [3.0], [3.0], [3.0]]
[[1157.989852414044], [2309.7392945368815], [0.06752339958422529], [0.7422574312309256], [0.05774256876907469], [3.0], [3.0], [3.0], [3.0]]
[[1175.3202034413239], [2325.266872324472], [0.16327024538913545], [0.7417172257199183], [0.058282774280081995], [3.0], [3.0], [3.0], [3.0]]
[[1299.1064710499516], [2509.45571568013], [-0.10218662421667346], [0.7428360251677613], [0.057163974832239006], [3.0], [3.0], [3.0], [3.0]]
[[1321.8964430716135], [2530.613401350461], [-0.024694313707258678], [0.7423054095830817], [0.0576945904169186], [3.0], [3.0], [3.0], [3.0]]
[[1158.0008444683097], [2309.7499543723598], [0.06905404822045103], [0.7434108404463182], [0.056589159553682045], [3.0], [3.0], [3.0], [3.0]]
[[1175.2914893427412], [2325.2400221879775], [0.16309939061331077], [0.7428824438263892], [0.05711755617361103], [3.0], [3.0], [3.0], [3.0]]
[[1299.0827057895553], [2509.4298799063763], [-0.10208580996488759], [0.7439779321181397], [0.05602206788186059], [3.0], [3.0], [3.0], [3.0]]
[[1321.9086137242582], [2530.6287984989426], [-0.025578368238178502], [0.7434589214689109], [0.05654107853108936], [3.0], [3.0], [3.0], [3.0]]
[[1158.0124046687088], [2309.7613528859965], [0.07061132224546665], [0.7445413561481327], [0.055458643851867606], [3.0], [3.0], [3.0], [3.0]]
[[1175.2632653982635], [2325.2137927011895], [0.1629392847674123], [0.7440244316232962], [0.05597556837670403], [3.0], [3.0], [3.0], [3.0]]
[[1299.058430410785], [2509.40336054285], [-0.10199445497891194], [0.745097175715832], [0.05490282428416826], [3.0], [3.0], [3.0], [3.0]]
